id,choiceid,choice,price_A,time_A,change_A,comfort_A,price_B,time_B,change_B,comfort_B
13,3,A,3000.0,100.0,1.0,0.0,4000.0,100.0,0.0,1.0
13,4,A,2000.0,135.0,1.0,1.0,3000.0,135.0,0.0,1.0
13,5,A,2000.0,100.0,1.0,1.0,4000.0,100.0,0.0,1.0
13,6,B,4000.0,135.0,1.0,0.0,4000.0,115.0,1.0,1.0
13,7,B,4000.0,100.0,0.0,1.0,3000.0,115.0,1.0,1.0
13,8,B,2000.0,100.0,1.0,1.0,2000.0,115.0,0.0,0.0
13,9,A,2000.0,135.0,1.0,1.0,4000.0,115.0,1.0,1.0
13,10,A,2000.0,115.0,0.0,0.0,3000.0,100.0,1.0,0.0
13,11,A,3000.0,135.0,0.0,1.0,4000.0,100.0,0.0,1.0
13,12,A,2000.0,135.0,1.0,1.0,3000.0,100.0,1.0,0.0
13,13,B,3000.0,135.0,0.0,1.0,3000.0,100.0,1.0,0.0
13,14,B,3000.0,135.0,0.0,1.0,3000.0,115.0,1.0,1.0
14,1,B,1875.0,145.0,2.0,1.0,1875.0,130.0,1.0,0.0
14,2,A,1875.0,115.0,0.0,1.0,1875.0,130.0,1.0,0.0
14,3,A,1250.0,145.0,1.0,1.0,1875.0,130.0,1.0,0.0
14,4,A,2500.0,115.0,1.0,1.0,1875.0,145.0,2.0,1.0
14,5,A,1250.0,130.0,0.0,1.0,2500.0,145.0,0.0,0.0
14,6,B,2500.0,115.0,1.0,1.0,1250.0,130.0,0.0,1.0
14,7,B,2500.0,145.0,0.0,0.0,1250.0,145.0,1.0,1.0
14,8,B,1250.0,115.0,2.0,0.0,1875.0,130.0,1.0,0.0
14,9,A,1875.0,115.0,0.0,1.0,1250.0,145.0,1.0,1.0
14,10,B,1875.0,145.0,2.0,1.0,2500.0,145.0,0.0,0.0
14,11,B,2500.0,145.0,0.0,0.0,1250.0,115.0,2.0,0.0
14,12,A,1250.0,115.0,2.0,0.0,2500.0,115.0,1.0,1.0
14,13,B,2500.0,145.0,0.0,0.0,2500.0,130.0,2.0,1.0
14,14,B,1875.0,115.0,0.0,1.0,1250.0,130.0,0.0,1.0
15,1,B,3500.0,105.0,0.0,1.0,1750.0,95.0,0.0,1.0
15,2,B,3500.0,95.0,0.0,0.0,2625.0,105.0,0.0,0.0
15,3,A,2625.0,95.0,0.0,1.0,3500.0,95.0,0.0,0.0
15,4,A,1750.0,120.0,0.0,0.0,2625.0,95.0,0.0,1.0
15,5,B,1750.0,120.0,0.0,0.0,1750.0,95.0,0.0,1.0
15,6,B,2625.0,95.0,0.0,1.0,2625.0,105.0,0.0,0.0
15,7,A,1750.0,120.0,0.0,0.0,2625.0,105.0,0.0,0.0
15,8,B,1750.0,120.0,0.0,0.0,1750.0,105.0,0.0,1.0
15,9,A,2625.0,120.0,0.0,1.0,3500.0,105.0,0.0,1.0
15,10,A,3500.0,95.0,0.0,0.0,2625.0,120.0,0.0,1.0
16,1,B,6300.0,165.0,1.0,1.0,5250.0,150.0,1.0,1.0
16,2,A,6300.0,185.0,0.0,1.0,5250.0,165.0,0.0,2.0
16,3,B,5250.0,185.0,0.0,1.0,5775.0,165.0,0.0,1.0
16,4,A,5250.0,185.0,0.0,1.0,6300.0,150.0,0.0,2.0
16,5,B,5250.0,150.0,1.0,1.0,5250.0,165.0,0.0,2.0
16,6,A,6300.0,150.0,0.0,2.0,6300.0,165.0,1.0,1.0
16,7,A,5250.0,165.0,0.0,2.0,6300.0,150.0,0.0,2.0
16,8,A,6300.0,150.0,0.0,2.0,5775.0,185.0,1.0,2.0
16,9,B,6300.0,150.0,0.0,2.0,5250.0,150.0,1.0,1.0
16,10,B,6300.0,165.0,1.0,1.0,5775.0,185.0,1.0,2.0
17,1,B,2500.0,125.0,1.0,1.0,2000.0,100.0,0.0,1.0
17,2,B,2500.0,110.0,0.0,1.0,2500.0,100.0,1.0,0.0
17,3,B,2500.0,110.0,0.0,1.0,1500.0,110.0,1.0,1.0
17,4,B,2500.0,110.0,0.0,1.0,2000.0,110.0,1.0,0.0
17,5,B,2500.0,110.0,0.0,1.0,1500.0,125.0,0.0,0.0
17,6,A,1500.0,125.0,0.0,0.0,2500.0,100.0,1.0,0.0
17,7,B,2500.0,100.0,1.0,0.0,1500.0,100.0,1.0,1.0
17,8,B,2000.0,110.0,1.0,0.0,1500.0,125.0,0.0,0.0
17,9,B,2000.0,100.0,0.0,1.0,1500.0,125.0,0.0,0.0
17,10,A,2000.0,110.0,1.0,0.0,2500.0,100.0,1.0,0.0
17,11,B,1500.0,125.0,0.0,0.0,1500.0,100.0,1.0,1.0
17,12,A,1500.0,110.0,1.0,1.0,2000.0,110.0,1.0,0.0
17,13,B,2000.0,100.0,0.0,1.0,2000.0,110.0,1.0,0.0
17,14,B,2500.0,100.0,1.0,0.0,2000.0,125.0,1.0,1.0
17,15,A,1500.0,125.0,0.0,0.0,1500.0,110.0,1.0,1.0
18,1,A,3600.0,125.0,0.0,1.0,4000.0,140.0,1.0,1.0
18,2,A,3200.0,160.0,1.0,1.0,4000.0,140.0,1.0,1.0
18,3,A,4000.0,160.0,0.0,0.0,4000.0,140.0,1.0,1.0
18,4,A,3600.0,125.0,0.0,1.0,4000.0,160.0,0.0,0.0
18,5,A,3200.0,140.0,0.0,1.0,4000.0,160.0,0.0,0.0
18,6,B,3200.0,160.0,1.0,1.0,4000.0,125.0,1.0,1.0
18,7,B,3200.0,140.0,0.0,1.0,3600.0,125.0,0.0,1.0
18,8,B,3200.0,125.0,1.0,0.0,3200.0,140.0,0.0,1.0
18,9,A,3200.0,160.0,1.0,1.0,4000.0,160.0,0.0,0.0
18,10,A,3600.0,140.0,1.0,0.0,3200.0,160.0,1.0,1.0
18,11,B,4000.0,140.0,1.0,1.0,3600.0,160.0,1.0,1.0
18,12,A,4000.0,160.0,0.0,0.0,3600.0,160.0,1.0,1.0
18,13,A,3600.0,140.0,1.0,0.0,4000.0,125.0,1.0,1.0
19,1,A,2700.0,85.0,0.0,1.0,3000.0,95.0,0.0,1.0
19,2,B,2700.0,105.0,0.0,0.0,3000.0,85.0,0.0,0.0
19,3,A,2700.0,85.0,0.0,1.0,2700.0,105.0,0.0,0.0
19,4,A,2700.0,85.0,0.0,1.0,2400.0,105.0,0.0,1.0
19,5,A,2700.0,105.0,0.0,0.0,2400.0,105.0,0.0,1.0
19,6,A,2700.0,105.0,0.0,0.0,2700.0,95.0,0.0,1.0
19,7,B,2400.0,85.0,0.0,1.0,2400.0,95.0,0.0,0.0
19,8,A,3000.0,85.0,0.0,0.0,2700.0,85.0,0.0,1.0
19,9,A,2400.0,85.0,0.0,1.0,3000.0,85.0,0.0,0.0
19,10,A,2400.0,105.0,0.0,1.0,3000.0,95.0,0.0,1.0
19,11,A,2400.0,105.0,0.0,1.0,2700.0,95.0,0.0,1.0
20,1,B,2800.0,95.0,0.0,1.0,1960.0,95.0,0.0,0.0
20,2,A,2380.0,95.0,0.0,1.0,2380.0,110.0,0.0,0.0
20,3,A,2800.0,120.0,0.0,0.0,2380.0,120.0,0.0,1.0
20,4,B,1960.0,110.0,0.0,1.0,2380.0,110.0,0.0,0.0
20,5,B,2800.0,120.0,0.0,0.0,1960.0,110.0,0.0,1.0
20,6,A,2800.0,95.0,0.0,1.0,2800.0,120.0,0.0,0.0
20,7,B,2380.0,120.0,0.0,1.0,2800.0,110.0,0.0,1.0
20,8,B,2380.0,110.0,0.0,0.0,2800.0,95.0,0.0,1.0
20,9,B,2800.0,120.0,0.0,0.0,2800.0,110.0,0.0,1.0
20,10,A,2800.0,110.0,0.0,1.0,1960.0,120.0,0.0,1.0
20,11,B,1960.0,120.0,0.0,1.0,2800.0,120.0,0.0,0.0
21,1,B,2520.0,135.0,1.0,1.0,2520.0,125.0,0.0,1.0
21,2,B,2800.0,150.0,0.0,1.0,2800.0,125.0,1.0,0.0
21,3,B,2800.0,135.0,1.0,1.0,2800.0,150.0,0.0,1.0
21,4,B,2800.0,135.0,1.0,1.0,2240.0,150.0,1.0,1.0
21,5,A,2240.0,150.0,1.0,1.0,2800.0,150.0,0.0,1.0
21,6,A,2520.0,150.0,1.0,0.0,2800.0,125.0,1.0,0.0
21,7,B,2520.0,125.0,0.0,1.0,2520.0,150.0,1.0,0.0
21,8,A,2240.0,150.0,1.0,1.0,2520.0,125.0,0.0,1.0
21,9,A,2240.0,125.0,1.0,1.0,2520.0,150.0,1.0,0.0
21,10,B,2800.0,125.0,1.0,0.0,2240.0,150.0,1.0,1.0
21,11,A,2520.0,135.0,1.0,1.0,2800.0,125.0,1.0,0.0
21,12,B,2240.0,125.0,1.0,1.0,2240.0,135.0,0.0,0.0
21,13,A,2240.0,150.0,1.0,1.0,2520.0,150.0,1.0,0.0
22,1,A,3500.0,130.0,1.0,1.0,4375.0,130.0,2.0,2.0
22,2,A,4375.0,130.0,2.0,2.0,5250.0,115.0,1.0,2.0
22,4,B,3500.0,140.0,1.0,2.0,3500.0,115.0,2.0,1.0
22,5,A,4375.0,140.0,1.0,1.0,4375.0,130.0,2.0,2.0
22,6,A,4375.0,140.0,1.0,1.0,3500.0,140.0,1.0,2.0
22,7,B,3500.0,130.0,1.0,1.0,3500.0,115.0,2.0,1.0
22,8,B,5250.0,115.0,1.0,2.0,5250.0,140.0,2.0,1.0
22,9,B,4375.0,115.0,1.0,1.0,3500.0,130.0,1.0,1.0
22,10,B,4375.0,130.0,2.0,2.0,5250.0,140.0,2.0,1.0
23,1,B,4025.0,110.0,0.0,2.0,4025.0,100.0,0.0,1.0
23,2,A,3500.0,100.0,1.0,2.0,4550.0,110.0,1.0,1.0
23,3,B,4550.0,90.0,0.0,2.0,3500.0,100.0,1.0,2.0
23,4,B,4025.0,110.0,0.0,2.0,4025.0,90.0,1.0,1.0
23,5,B,4550.0,100.0,0.0,1.0,3500.0,100.0,1.0,2.0
23,6,B,4550.0,90.0,0.0,2.0,4550.0,110.0,1.0,1.0
23,7,B,3500.0,100.0,1.0,2.0,3500.0,110.0,0.0,1.0
23,8,B,4025.0,100.0,0.0,1.0,3500.0,100.0,1.0,2.0
23,9,B,4025.0,100.0,0.0,1.0,4025.0,90.0,1.0,1.0
23,10,B,4025.0,90.0,1.0,1.0,3500.0,110.0,0.0,1.0
23,11,B,4550.0,110.0,1.0,1.0,4025.0,110.0,0.0,2.0
23,12,A,4025.0,110.0,0.0,2.0,4550.0,100.0,0.0,1.0
23,13,A,3500.0,100.0,1.0,2.0,4025.0,90.0,1.0,1.0
24,1,A,3600.0,105.0,0.0,0.0,4000.0,105.0,0.0,1.0
24,2,B,3200.0,105.0,0.0,1.0,3600.0,95.0,0.0,1.0
24,3,B,3600.0,120.0,0.0,1.0,4000.0,95.0,0.0,0.0
24,4,A,3600.0,95.0,0.0,1.0,3600.0,105.0,0.0,0.0
24,5,B,3600.0,95.0,0.0,1.0,4000.0,95.0,0.0,0.0
24,6,B,3200.0,120.0,0.0,0.0,3600.0,95.0,0.0,1.0
24,7,B,3200.0,120.0,0.0,0.0,4000.0,105.0,0.0,1.0
24,8,B,3600.0,105.0,0.0,0.0,3200.0,105.0,0.0,1.0
24,9,B,4000.0,95.0,0.0,0.0,3200.0,95.0,0.0,1.0
25,1,A,2800.0,115.0,0.0,1.0,3500.0,135.0,0.0,1.0
25,2,A,2800.0,100.0,1.0,1.0,3500.0,115.0,1.0,0.0
25,3,A,3500.0,100.0,1.0,1.0,3150.0,135.0,1.0,1.0
25,4,A,3500.0,100.0,1.0,1.0,2800.0,135.0,1.0,0.0
25,5,B,2800.0,115.0,0.0,1.0,3500.0,115.0,1.0,0.0
25,6,B,2800.0,135.0,1.0,0.0,2800.0,115.0,0.0,1.0
25,7,A,3500.0,100.0,1.0,1.0,2800.0,115.0,0.0,1.0
25,8,B,2800.0,135.0,1.0,0.0,3150.0,115.0,1.0,1.0
25,9,A,3500.0,100.0,1.0,1.0,3500.0,115.0,1.0,0.0
25,10,B,2800.0,100.0,1.0,1.0,3150.0,100.0,0.0,0.0
25,11,A,2800.0,135.0,1.0,0.0,3500.0,135.0,0.0,1.0
25,12,A,3500.0,135.0,0.0,1.0,3150.0,135.0,1.0,1.0
26,1,A,2800.0,125.0,1.0,0.0,3150.0,125.0,1.0,1.0
26,2,B,2800.0,105.0,0.0,1.0,3150.0,115.0,0.0,0.0
26,3,B,3150.0,105.0,1.0,1.0,2800.0,125.0,1.0,0.0
26,4,B,2800.0,125.0,1.0,0.0,3150.0,115.0,0.0,0.0
26,5,B,3150.0,125.0,1.0,1.0,3500.0,115.0,1.0,1.0
26,6,A,2800.0,105.0,0.0,1.0,2800.0,125.0,1.0,0.0
26,7,A,3150.0,105.0,1.0,1.0,2800.0,115.0,1.0,1.0
26,8,B,3500.0,105.0,1.0,0.0,3500.0,125.0,0.0,1.0
26,9,A,2800.0,115.0,1.0,1.0,3500.0,105.0,1.0,0.0
26,10,B,3500.0,125.0,0.0,1.0,2800.0,125.0,1.0,0.0
26,11,A,3500.0,125.0,0.0,1.0,3150.0,105.0,1.0,1.0
27,1,B,3920.0,150.0,0.0,1.0,3360.0,125.0,0.0,1.0
27,2,B,3360.0,140.0,0.0,1.0,2800.0,125.0,1.0,1.0
27,3,B,3360.0,125.0,0.0,1.0,2800.0,150.0,0.0,1.0
27,4,A,2800.0,140.0,0.0,2.0,3920.0,150.0,0.0,1.0
27,5,B,3360.0,150.0,1.0,2.0,3920.0,150.0,0.0,1.0
27,6,B,3920.0,125.0,0.0,2.0,3360.0,140.0,0.0,1.0
27,7,A,2800.0,140.0,0.0,2.0,3360.0,140.0,0.0,1.0
27,8,A,3360.0,150.0,1.0,2.0,3920.0,125.0,0.0,2.0
27,9,A,3920.0,140.0,1.0,1.0,3920.0,125.0,0.0,2.0
27,10,B,2800.0,140.0,0.0,2.0,2800.0,150.0,0.0,1.0
27,11,A,2800.0,125.0,1.0,1.0,2800.0,150.0,0.0,1.0
27,12,A,3920.0,140.0,1.0,1.0,3360.0,150.0,1.0,2.0
27,13,B,3920.0,150.0,0.0,1.0,3920.0,140.0,1.0,1.0
27,14,A,2800.0,140.0,0.0,2.0,3360.0,125.0,0.0,1.0
28,1,B,3185.0,133.0,0.0,2.0,2815.0,108.0,0.0,1.0
28,2,B,2450.0,133.0,1.0,1.0,2815.0,108.0,0.0,1.0
28,3,A,3185.0,108.0,1.0,1.0,3185.0,123.0,0.0,1.0
28,4,A,3185.0,108.0,1.0,1.0,2815.0,133.0,0.0,1.0
28,5,A,2450.0,133.0,1.0,1.0,3185.0,123.0,0.0,1.0
28,6,A,2450.0,108.0,0.0,2.0,3185.0,123.0,0.0,1.0
28,7,A,2450.0,133.0,1.0,1.0,2815.0,133.0,0.0,1.0
28,8,B,2450.0,133.0,1.0,1.0,2450.0,108.0,0.0,2.0
28,9,B,2815.0,133.0,0.0,1.0,3185.0,123.0,0.0,1.0
28,10,B,2450.0,123.0,0.0,1.0,2815.0,108.0,0.0,1.0
28,11,A,2815.0,123.0,1.0,2.0,3185.0,123.0,0.0,1.0
28,12,A,2450.0,108.0,0.0,2.0,3185.0,108.0,1.0,1.0
28,13,A,2450.0,123.0,0.0,1.0,3185.0,108.0,1.0,1.0
28,14,B,2450.0,123.0,0.0,1.0,2450.0,108.0,0.0,2.0
28,15,B,2815.0,123.0,1.0,2.0,3185.0,108.0,1.0,1.0
28,16,B,3185.0,108.0,1.0,1.0,2450.0,133.0,1.0,1.0
28,17,B,2815.0,108.0,0.0,1.0,2450.0,108.0,0.0,2.0
29,1,A,3150.0,140.0,0.0,1.0,3500.0,140.0,1.0,1.0
29,2,B,2800.0,140.0,2.0,0.0,2800.0,120.0,0.0,1.0
29,3,A,3150.0,105.0,2.0,1.0,3500.0,140.0,1.0,1.0
29,5,A,2800.0,105.0,1.0,1.0,3500.0,105.0,0.0,0.0
29,6,A,2800.0,105.0,1.0,1.0,3150.0,120.0,1.0,0.0
29,7,A,3500.0,105.0,0.0,0.0,3150.0,140.0,0.0,1.0
29,8,A,3500.0,105.0,0.0,0.0,3150.0,105.0,2.0,1.0
29,9,B,3150.0,140.0,0.0,1.0,2800.0,140.0,2.0,0.0
29,10,B,3500.0,105.0,0.0,0.0,2800.0,140.0,2.0,0.0
29,11,A,3150.0,140.0,0.0,1.0,3500.0,120.0,2.0,1.0
29,12,B,3150.0,140.0,0.0,1.0,3150.0,105.0,2.0,1.0
29,14,B,3500.0,140.0,1.0,1.0,3500.0,120.0,2.0,1.0
30,1,A,2800.0,135.0,1.0,0.0,3500.0,150.0,1.0,1.0
30,2,A,2100.0,135.0,1.0,1.0,3500.0,135.0,0.0,1.0
30,3,B,3500.0,135.0,0.0,1.0,2100.0,150.0,0.0,0.0
30,4,B,2800.0,125.0,0.0,1.0,2100.0,125.0,1.0,1.0
30,5,A,2800.0,150.0,1.0,1.0,3500.0,135.0,0.0,1.0
30,6,B,2800.0,135.0,1.0,0.0,2100.0,150.0,0.0,0.0
30,7,A,2100.0,135.0,1.0,1.0,2800.0,135.0,1.0,0.0
30,8,A,2100.0,125.0,1.0,1.0,3500.0,125.0,1.0,0.0
